Gothmog, Morgul Lieutenant	B	tU	1
Kura, the Boundless Sky	G	tdSD	3
Kykar, Zephyr Awakener	WU	tsfCW	3
Minn, Wily Illusionist	U	tryWR	3
Jenova, Ancient Calamity	BG	cryU	3
Yorion, Sky Nomad	WU	CP	2
Gollum, Patient Plotter	B	gxSU	2
Kastral, the Windcrested	WU	ckryC	3
Locke, Treasure Hunter	BR	akdmU	2
Captain N'ghathrod	UB	kmySP	3
Ob Nixilis, Captive Kingpin	BR	cbS	2
Purphoros, Bronze-Blooded	R	b	3
Katilda, Dawnhart Prime	WG	cyW	2
Tasha, the Witch Queen	UB	tsro	3
The Odd Acorn Gang	BG	kbryC	2
Finneas, Ace Archer	WG	ckbrC	2
Senu, Keen-Eyed Protector	W	lCU	2
Liliana, Heretical Healer	B	tgx	3
Jeska, Thrice Reborn	R		3
Darien, King of Kjeldor	W	t	1
Akroma, Angel of Wrath	W	bK	1
Atla Palani, Nest Tender	WRG	ty	2
Alphinaud Leveilleur	U	rWNU	2
Avatar Kyoshi, Earthbender	G	bU	1
Ajani, Nacatl Pariah	WR	tcpyC	3
Grist, Voracious Larva	BG	tgnfq	3
Éowyn, Shieldmaiden	WUR	tbrKU	2
Kellan, Inquisitive Prodigy	UG	kdr	2
Zuko, Exiled Prince	R	U	1
Queen Brahne	R	tskpU	2
Khârn the Betrayer	R	rU	2
Queza, Augur of Agonies	WUB	lrpP	1
Sokrates, Athenian Teacher	WU	kU	3
Dragonlord Atarka	RG	bD	2
Captain Sisay	WG		1
Rose, Cutthroat Raider	R	axkRU	2
Breeches, Brazen Plunderer	R	yP	2
Shanid, Sleepers' Scourge	WBR	rK	2
Satsuki, the Living Lore	WG	geN	3
Tivit, Seller of Secrets	WUB	akhbW	3
Kalain, Reclusive Painter	BR	caWN	2
Théoden, King of Rohan	WR	vyU	1
Ulalek, Fused Atrocity	WUBRG	qyD	2
Cloud, Ex-SOLDIER	WRG	avkbrU	2
Marisi, Breaker of the Coil	WRG	knhC	2
Jolene, the Plunder Queen	RG	ca	3
Sliver Legion	WUBRG	yb	1
Xyris, the Writhing Storm	URG	tkrhDP	2
Ishai, Ojutai Dragonspeaker	WU	cC	2
Hajar, Loyal Bodyguard	RG	t	1
Gilraen, Dúnedain Protector	W	fU	3
Brallin, Skyshark Rider	R	cbp	2
Haunted One	B	y#	2
Far Traveler	W	f#	2
Slinn Voda, the Rising Deep	U	bDP	2
Felisa, Fang of Silverquill	WB	tcxSW	2
Zodiark, Umbral God	B	cxyU	2
Ruric Thar, the Unbowed	RG	sb	2
Danitha, Benalia's Hope	W	evK	2
Kruphix, God of Horizons	UG		3
Katara, the Fearless	WUG	fyU	1
Nemata, Primeval Warden	BG	txrN	3
The Raven Man	B	tnW	2
Hakoda, Selfless Commander	W	tyU	3
Wulfgar of Icewind Dale	RG	kf	2
Syr Vondam, Sunstar Exemplar	WB	clxK	2
The Balrog of Moria	BR	abSU	3
Katara, Water Tribe's Hope	WU	tU	2
The Emperor of Palamecia	UR	cgskpWU	3
Tannuk, Steadfast Second	R	a	1
Adriana, Captain of the Guard	WR	kK	1
Old Rutstein	BG	tad	3
Gyome, Master Chef	BG	axbW	2
Matoya, Archon Elder	U	grWU	1
The Wandering Rescuer	W	vK	3
Astor, Bearer of Blades	WR	av	3
Zara, Renegade Recruiter	UR	kP	3
Urza, Chief Artificer	WUB	ta	2
Aminatou, the Fateshifter	WUB	rfh	3
Arvinox, the Mind Flail	B	obS	3
Sami, Wildcat Captain	WR	av	1
Nogi, Draco-Zealot	R	ky	2
Éomer, King of Rohan	WR	cvhpyU	2
Toralf, God of Fury	R	vbp	3
Gilgamesh, Master-at-Arms	R	vkybKU	3
King Darien XLVIII	WG	tc	2
Deekah, Fractal Theorist	U	tcsW	2
Prismari, the Inspiration	UR	sbD	2
Garnet, Princess of Alexandria	WG	cekU	2
Winota, Joiner of Forces	WR	y	3
Marchesa, the Black Rose	UBR	cxW	2
Felix Five-Boots	UBG	kf	2
Anti-Venom, Horrifying Healer	W	cgU	2
Stella Lee, Wild Card	UR	sq	3
Freya Crescent	R	vKU	1
Nelly Borca, Impulsive Accuser	WR	krh	2
Rith, Liberated Primeval	WRG	tyD	2
Hugs, Grisly Guardian	RG	bdC	2
Kroxa, Titan of Death's Hunger	BR	gkbD	2
Rakdos, the Muscle	BR	xbS	3
Judith, Carnage Connoisseur	BR	tsp	2
Frodo, Adventurous Hobbit	WB	krU	2
Raffine, Scheming Seer	WUB	kSW	1
Neriv, Heart of the Storm	WBR	SD	1
Jori En, Ruin Diver	UR	rWP	1
Imotekh the Stormlord	B	tgaRU	3
Mauhúr, Uruk-hai Captain	BR	cyU	2
Goldberry, River-Daughter	U	rNU	2
Olivia, Opulent Outlaw	WBR	caxkS	2
Elenda, Saint of Dusk	WB	SK	2
Taigam, Master Opportunist	U	q	2
Tromokratis	U	bDP	2
Zenos yae Galvus	B	U	3
Saheeli, the Sun's Brilliance	UR	aq	2
Norin the Wary	R	f	2
Flaming Fist	W	v#	1
God-Eternal Rhonas	G	bS	3
Moseo, Vein's New Dean	B	tglCSW	3
Xolatoyac, the Smiling Flood	UG	kbP	2
Fblthp, Lost on the Range	U		3
Olivia, Crimson Bride	BR	gkS	2
Bumi, Eclectic Earthbender	G	ckU	1
Faramir, Prince of Ithilien	WU	trU	2
Omo, Queen of Vesuva	UG	k	3
Arvad the Cursed	WB	tSK	1
Danitha, New Benalia's Light	WG	gevbK	1
Samwise the Stouthearted	W	gU	2
The Master of Keys	WUB	cgeS	2
Phenax, God of Deception	UB	m	2
Avatar Roku, Firebender	R	bU	2
Toby, Beastie Befriender	W	tnW	2
Izoni, Thousand-Eyed	BG	tglxrN	2
Braids, Cabal Minion	B	x	1
The Thirteenth Doctor	UG	cU	2
Aang, Airbending Master	W	tcU	3
Minthara, Merciless Soul	WB	tcN	3
Fumulus, the Infestation	B	tlxyS	2
The Infamous Cruelclaw	BR	kC	2
Go-Shintai of Life's Origin	WUBRG	tge	2
Aminatou, Veil Piercer	WUB	geW	2
Klothys, God of Destiny	RG	gldp	3
Absolute Virtue	WU	bU	2
Shelob, Child of Ungoliant	BG	tlxqybSU	3
Sliver Overlord	WUBRG	oyb	1
Ardbert, Warrior of Darkness	WB	cSU	2
Gollum, Obsessed Stalker	B	lpSU	2
Lonis, Cryptozoologist	UG	xN	3
Oona, Queen of the Fae	UB	tW	2
Kamahl, Heart of Krosa	G	tbN	2
Phylath, World Sculptor	RG	tcdy	2
Zurgo, Thunder's Decree	WBR	t	1
Zurzoth, Chaos Rider	R	tkrhzpyS	3
Cadric, Soul Kindler	WR	tqW	2
Anowon, the Ruin Sage	B	xyS	1
Narci, Fable Singer	WBG	elxrpW	2
Gale, Waterdeep Prodigy	U	gsW	2
Arwen, Mortal Queen	WG	cNU	3
Celes, Rune Knight	WBR	cgrfWKU	2
Rydia, Summoner of Mist	RG	gedrU	3
Akroma, Vision of Ixidor	W	vbK	3
Squee, Dubious Monarch	R	tgk	2
Vial Smasher the Fierce	BR	z	2
Rhonas the Indomitable	G	bn	2
Tinybones, Trinket Thief	B	rS	2
Toothy, Imaginary Friend	U	cr	2
Norman Osborn	UBR	gkU	3
Captain Howler, Sea Scourge	UR	krP	2
Kumena, Tyrant of Orazca	UG	cryP	2
Sin, Unending Cataclysm	UG	cbDPU	3
Ashcoat of the Shadow Swarm	B	gyW	3
Anikthea, Hand of Erebos	WBG	gekq	3
Yasharn, Implacable Earth	WG	nyC	2
Sokka, Tenacious Tactician	WUR	tsyU	2
The Boulder, Ready to Rumble	G	kbU	1
The Master, Transcendent	UBG	gmRU	2
Mm'menon, the Right Hand	U	aP	3
Soul of Windgrace	BRG	glkdrC	3
Cosima, God of the Voyage	U	cakdr	3
Nahiri, Forged in Fury	WR	v	2
Wakka, Devoted Guardian	WG	ckbU	3
Abomination of Llanowar	BG	gySN	2
Ramirez DePietro, Pillager	UB	akyP	2
The Pride of Hull Clade	UG	krCP	3
Mary Read and Anne Bonny	UR	arPU	2
Aang, at the Crossroads	WUG	U	3
Xu-Ifit, Osteoharmonist	B	gW	2
Sidar Kondo of Jamuraa	WG	nK	2
Sauron, Lord of the Rings	UBR	tgbSU	2
Silumgar, the Drifting Death	UB	yD	1
Illuminor Szeras	B	xRU	1
Djeru and Hazoret	WR	k	3
Sazh Katzroy	G	ckdU	2
Wrexial, the Risen Deep	UB	skoDP	2
Iymrith, Desert Doom	U	krD	2
Alela, Artful Provocateur	WUB	teW	2
Doran, the Siege Tower	WBG	N	1
The Scorpion God	BR	xrb	2
Nicol Bolas, the Ravager	UBR	grD	3
Braids, Conjurer Adept	U	dW	1
Tom Bombadil	WUBRG	eWU	3
Zuko, Firebending Master	R	cU	2
Victor, Valgavoth's Seneschal	WB	geW	3
Zegana, Utopian Speaker	UG	cbrWP	2
Beregond of the Guard	W	tyU	1
Marneus Calgar	WUB	tvrU	2
Desmond Miles	B	gkyU	2
Titania, Voice of Gaea	G	gld	3
Ureni, the Song Unending	URG	dbSD	2
Geralf, Visionary Stitcher	U	txyW	2
Narset, Enlightened Exile	WUR	gskq	2
Go-Shintai of Shared Purpose	W	te	2
Omnath, Locus of All	WUBRG		3
Professor Hojo	G	rU	2
Aunt May	W	clU	1
Merry, Warden of Isengard	WG	taU	2
Brinelin, the Moon Kraken	U	bnDP	2
Terra, Magical Adept	WUBRG	efmqWU	3
Diamond Weapon	G	gbRU	2
Agent of the Shadow Thieves	B	c#	2
Mai, Scornful Striker	B	sU	1
Faramir, Steward of Gondor	WU	thU	2
Kotis, the Fangkeeper	UBG	kS	2
Temmet, Naktamun's Will	WUB	krySW	2
Greta, Sweettooth Scourge	BG	caxr	2
Nicanzil, Current Conductor	UG	cdP	2
Slimefoot, the Stowaway	BG	tlpyN	2
Greymond, Avacyn's Stalwart	W	y	2
Chainer, Dementia Master	B	gy	3
Betor, Ancestor's Voice	WBG	cglSD	3
Auron, Venerated Guardian	W	cknSKU	2
Michelangelo, Weirdness to 11	G	cCPU	2
Eshki, Temur's Roar	URG	crp	2
Nethroi, Apex of Death	WBG	gCS	2
Kangee, Sky Warden	WU	kCW	2
Kellan, the Kid	WUG	d	2
Tishana, Voice of Thunder	UG	rP	2
Vren, the Relentless	UB	ty	3
Ragost, Deft Gastronaut	WR	alxp	3
Raul, Trouble Shooter	UB	gmSU	2
Don Andres, the Renegade	UBR	saoSP	2
Najeela, the Blade-Blossom	WUBRG	tkb	3
Astrid Peth	W	axkU	1
Grand Warlord Radha	RG	kN	2
Go-Shintai of Hidden Cruelty	B	en	2
Edward Kenway	UBR	akPU	3
Orvar, the All-Form	U	sqy	3
Terra, Herald of Hope	WBR	gkWU	3
Kira, Great Glass-Spinner	U	S	2
Rin and Seri, Inseparable	WRG	tlyC	3
Ayli, Eternal Pilgrim	WB	lxn	2
Éomer, Marshal of Rohan	R	xkKU	2
Feather, the Redeemed	WR	sK	2
Thada Adel, Acquisitor	U	akP	2
Raphael, Fiendish Savior	BR	tpyS	3
Toph, Greatest Earthbender	RG	vU	1
Candlekeep Sage	U	rf#	1
Sab-Sunen, Luxa Embodied	UG	cbrn	2
Higure, the Still Wind	U	ky	2
Nymris, Oona's Trickster	UB	K	2
Liesa, Shroud of Dusk	WB	K	2
Troyan, Gutsy Explorer	UG	br	2
Jodah, Archmage Eternal	WUBRG	W	1
Esix, Fractal Bloom	UG	tq	2
Ezuri, Claw of Progress	UG	cN	2
Hanna, Ship's Navigator	WU	ge	1
Aya of Alexandria	WR	tkU	2
The Mycotyrant	BG	tbnDN	3
Vraska, the Silencer	BG	x	3
Go-Shintai of Ancient Wars	R	e	2
Torgal, A Fine Hound	G	cyU	2
Lady Octopus, Inspired Inventor	U	arU	2
Super Shredder	B	cU	1
Shelinda, Yevon Acolyte	WG	cU	2
The Watcher in the Water	U	trbDPU	3
Monstrosity of the Lake	U	DPU	2
Serah Farron	WG	tU	3
Cultist of the Absolute	B	x#	2
The Ancient One	UB	grnmbS	2
Abuelo, Ancestral Echo	WU	afS	2
Monk Gyatso	W	U	1
Zell Dincht	R	dU	2
Grishnákh, Brash Instigator	R	toU	2
Zaxara, the Exemplary	UBG	tcSD	2
Gatta and Luzzu	W	cU	2
Apothecary White	W	takU	2
Ashling, the Limitless	WUBRG	xqyW	3
Ramses, Assassin Lord	UB	y	2
Galazeth Prismari	UR	saD	2
Vona, Butcher of Magan	WB	nSK	1
Go-Shintai of Boundless Vigor	G	ceb	1
Ephara, God of the Polis	WU	rb	2
Zimone, Mystery Unraveler	UG	dW	2
Obeka, Splitter of Seconds	UBR	kW	1
Shelob, Dread Weaver	B	cxrSU	3
Kari Zev, Skyship Raider	R	tkP	2
Acererak the Archlich	B	txSW	3
Ixhel, Scion of Atraxa	WBG	iK	3
Gandalf, Friend of the Shire	U	srWU	2
Itzquinth, Firstborn of Gishath	RG	yD	2
Urza, Lord Protector	WU	s	2
Meloku the Clouded Mirror	U	tW	1
Anafenza, Kin-Tree Spirit	W	cS	1
Arcades, the Strategist	WUG	rD	2
Spider-Woman, Stunning Savior	WU	U	1
Ashling, Rekindled	UR	rW	3
Legolas Greenleaf	G	ckrNU	3
Pir, Imaginative Rascal	G		2
Sauron, the Necromancer	B	gknqSU	3
Ryusei, the Falling Star	R	SD	1
Aerith, Last Ancient	WG	gNU	2
Flubs, the Fool	URG	drC	2
Sword Coast Sailor	U	#	2
The Tarrasque	G	kbD	1
Cait Sith, Fortune Teller	R	CRU	2
Grimgrin, Corpse-Born	UB	cxknS	2
Kagha, Shadow Archdruid	BG	gkN	2
Katilda, Dawnhart Martyr	W	gvSW	3
Byrke, Long Ear of the Law	WG	ckC	2
Ambrosia Whiteheart	W	dCU	2
Shroofus Sproutsire	G	tkbyN	1
Breya, Etherium Shaper	WUBR	tlxR	3
Firkraag, Cunning Instigator	UR	ckrhyD	3
Sigarda, Host of Herons	WG	K	1
Chishiro, the Shattered Blade	RG	tcevK	2
Varina, Lich Queen	WUB	tglkrSW	2
Rocco, Cabaretti Caterer	WRG	N	2
Scion of the Ur-Dragon	WUBRG	qyD	2
Rielle, the Everwise	UR	gsrW	2
Gornog, the Red Reaper	R	kny	3
Vihaan, Goldwaker	WBR	W	2
Araña, Heart of the Spider	WR	ckU	2
Captain Storm, Cosmium Raider	UR	cayP	1
Will, Scion of Peace	WU	lW	2
Michiko Konda, Truth Seeker	W	x	1
Octavia, Living Thesis	U	gsbP	2
Spider-Ham, Peter Porker	G	ayCU	2
Ivy, Gleeful Spellthief	UG	sq	2
Raised by Giants	G	#	1
Shadow, Mysterious Assassin	B	xkrpU	2
Rodolf Duskbringer	WB	glSK	3
Gwaihir, Greatest of the Eagles	W	tkCU	3
Varchild, Betrayer of Kjeldor	R	tknoK	3
Mr. House, President and CEO	WBR	tazRU	3
Ivora, Insatiable Heir	R	cakbS	2
Savra, Queen of the Golgari	BG	lxN	2
Gaius van Baelsar	B	txU	3
Armix, Filigree Thrasher	B	gakR	2
Admiral Beckett Brass	UBR	oyP	2
Iron Man, Titan of Innovation	UR	axkRU	3
Go-Shintai of Lost Wisdom	U	em	2
Fire Lord Zuko	WBR	cU	2
Valki, God of Lies	BR	noq	3
Leinore, Autumn Sovereign	WG	cr	2
Hope Estheim	WU	lmWU	1
Lord Windgrace	BRG	tgdr	3
Shadow the Hedgehog	BR	rzCU	2
Ayula, Queen Among Bears	G	cbyC	2
Kaheera, the Orphanguard	WG	yC	2
Ultron, Artificial Malevolence	C	aqRU	2
The Swarmweaver	BG	tgyR	2
Agatha of the Vile Cauldron	RG	tbW	2
Tori D'Avenant, Fury Rider	WR	tkbK	2
Whisper, Blood Liturgist	B	gx	1
Shredder, Shadow Master	B	kqU	3
Doran, Besieged by Time	WBG	kN	2
Strong, the Brutish Thespian	G	clmbU	2
The Reaper, King No More	BRG	xR	2
Naban, Dean of Iteration	U	fyW	2
Pia Nalaar, Consul of Revival	WR	ty	2
The Wandering Minstrel	WUBRG	tdWU	3
Sméagol, Helpful Guide	BG	dSU	3
Witherbloom, the Balancer	BG	sD	2
Rakdos, the Showstopper	BR	bnzS	2
Voja, Jaws of the Conclave	WRG	ckbry	2
Ruxa, Patient Professor	G	gkCN	3
Kotori, Pilot Prodigy	WU	a	2
Alesha, Who Smiles at Death	WBR	gk	2
Dosan the Falling Leaf	G		1
Eruth, Tormented Prophet	UR	rW	1
Magnus the Red	UR	tskSU	2
Yuffie, Materia Hunter	R	avoU	2
G'raha Tia, Scion Reborn	WUB	tcsCWU	2
Sliver Gravemother	WUBRG	gyb	2
Jill, Shiva's Dominant	U	fU	3
Fang, Fearless l'Cie	B	grU	1
Tourach, Dread Cantor	B	cz	3
Iraxxa, Empress of Mars	R	tbU	2
Tor Wauki the Younger	BR	sp	2
Iroh, Grand Lotus	URG	gsU	2
Ellivere of the Wild Court	WG	evkrK	2
Elena, Turk Recruit	W	cgyU	2
Samut, Voice of Dissent	WRG	v	3
Meriadoc Brandybuck	G	akyU	1
Jirina, Dauntless General	WB	y	2
Inferno of the Star Mounts	R	pbD	2
Piper Wright, Publick Reporter	U	cxkU	2
Tyvar the Bellicose	BG	ckyN	3
Ezio, Blade of Vengeance	UB	kryU	1
Reyhan, Last of the Abzan	BG	cx	2
Rosa, Resolute White Mage	W	cU	1
Cormela, Glamour Thief	UBR	gsS	2
Brigid, Clachan's Heart	WG	t	3
Eirdu, Carrier of Dawn	WB		3
Naru Meha, Master Wizard	U	sqyW	2
Herigast, Erupting Nullkite	R	xrbD	3
Choco, Seeker of Paradise	WUG	kdyCU	3
Asmodeus the Archfiend	B	rbS	2
Gev, Scaled Scorch	BR	chyC	2
Horde of Notions	WUBRG	gby	1
Mizzix of the Izmagnus	UR	csW	2
Rendmaw, Creaking Nest	BG	thR	2
Red Death, Shipwrecker	UR	rhPU	1
Kratos, God of War	R	vU	2
Eris, Roar of the Storm	UR	tgsW	2
Satya, Aetherflux Genius	WUR	kq	3
Reidane, God of the Worthy	W	sn	3
Aang, the Last Airbender	W	U	2
Oloro, Ageless Ascetic	WUB	lrpD	2
Drana, the Last Bloodchief	B	cgkS	2
Arno Dorian	BR	yU	2
Moritte of the Frost	UG	cqy	2
Nadaar, Selfless Paladin	W	tkDK	2
Sidisi, Regent of the Mire	B	gxSW	2
Agent Venom	B	xrU	2
Azlask, the Swelling Scourge	WUBRG	cyD	3
Linden, the Steadfast Queen	W	l	1
Kyler, Sigardian Emissary	WG	cy	2
Raff Capashen, Ship's Mage	WU	W	2
Radha, Heir to Keld	RG	kN	1
The Peregrine Dynamo	C	qR	2
Katara, Bending Prodigy	U	crU	1
Calamity, Galloping Inferno	R	kqC	2
Jhoira of the Ghitu	UR	W	1
Hancock, Ghoulish Mayor	B	ySU	1
Maralen, Fae Ascendant	UBG	yN	3
Clement, the Worrywort	UG	yCN	2
Emet-Selch, Unsundered	UB	gkrDWU	3
Olivia Voldaren	BR	coS	2
Gadwick, the Wizened	U	rnW	1
Katara, Waterbending Master	U	ckrU	2
Layla Hassan	W	gkyU	2
Marcus, Mutant Mayor	UG	ckbrU	2
Bladewing, Deathless Tyrant	BR	tgkbSD	2
Teysa, Opulent Oligarch	WB	th	3
Tersa Lightshatter	R	gkrzW	2
Kaervek, the Punisher	B	gqW	2
Balan, Wandering Knight	W	vCK	2
Appa, Loyal Sky Bison	W	kU	3
The Sixth Doctor	UG	qU	2
Yargle, Glutton of Urborg	B	bCS	1
Burakos, Party Leader	B	ak	2
Teysa, Envoy of Ghosts	WB	t	2
Shabraz, the Skyshark	WU	clrCP	3
Auntie Ool, Cursewretch	BRG	rW	2
The Tenth Doctor	UR	kU	2
Dina, Essence Brewer	BG	clxrN	2
The Speed Demon	B	brS	2
Lyla, Holographic Assistant	U	crRU	1
Drafna, Founder of Lat-Nam	U	aq	1
Jecht, Reluctant Guardian	B	xkrnfU	3
Kudo, King Among Bears	WG	C	1
The Balrog, Durin's Bane	BR	nbSU	3
Elrond, Lord of Rivendell	U	NU	2
Sam, Loyal Attendant	WG	aU	2
Judith, the Scourge Diva	BR	txp	1
The Mouth of Sauron	UB	tsmU	2
Adéwalé, Breaker of Chains	UB	gakPU	3
Mastermind Plum	B	gakrWU	2
Elsha, Threefold Master	WUR	tskb	2
Progenitus	WUBRG	bD	2
Emmara, Soul of the Accord	WG	tN	1
Gwaihir the Windlord	WU	yCU	2
SP//dr, Piloted by Peni	WU	ckrRU	2
Anrakyr the Traveller	B	akRU	2
Quina, Qu Gourmet	G	tcxU	2
Aragorn, Hornburg Hero	WRG	ckU	2
Hylda of the Icy Crown	WU	tcrW	3
Elsha of the Infinite	WUR	s	2
Shaun, Father of Synths	UR	tkqU	3
Gimli, Counter of Kills	R	xbU	1
Grolnok, the Omnivore	UG	yC	2
Jace, Vryn's Prodigy	U	gsrmW	3
Xanathar, Guild Kingpin	UB	n	3
Dragonlord Silumgar	UB	oD	1
Tam, Mindful First-Year	UG	W	2
Starscream, Power Hungry	B	krhpRU	3
Nissa, Vastwood Seer	G	tdyN	3
Sapling of Colfenor	BG	lkpN	2
Yusri, Fortune's Flame	UR	kr	3
Mona Lisa, Science Geek	G	CU	1
Evie Frye	U	rU	2
Ishkanah, Grafwidow	BG	tgpy	2
Gran-Gran	U	gsrU	2
Keleth, Sunmane Familiar	W	cC	1
Zinnia, Valley's Voice	WUR	CW	2
Kibo, Uktabi Prince	RG	clxkhC	3
Haldir, Lórien Lieutenant	G	cyNU	2
Geralf, the Fleshwright	U	tcyW	3
Pramikon, Sky Rampart	WUR	h	2
Old One Eye	G	tgbU	3
Vishgraz, the Doomhive	WBG	tni	2
Kolaghan, the Storm's Fury	BR	tkyD	2
Mishra, Claimed by Gix	BR	lkp	3
Combustion Man	R	knU	1
Roshan, Hidden Magister	B	rU	3
Grothama, All-Devouring	G	brhD	2
Arcum Dagsson	U	a	2
Mass of Mysteries	WUBRG	tkby	2
Zimone, Quandrix Prodigy	UG	drW	2
Francisco, Fowl Marauder	B	nyCP	3
Mutagen Man, Living Ooze	G	tbU	2
Suki, Courageous Rescuer	W	tU	2
Lazav, Dimir Mastermind	UB	q	2
Yue, the Moon Spirit	U	sSU	1
Ebondeath, Dracolich	B	gSD	3
Wyleth, Soul of Steel	WR	evkbr	1
Toggo, Goblin Weaponsmith	R	vdp	2
Rocco, Street Chef	WRG	cahN	3
Boromir, Gondor's Hope	WU	akU	2
Duke Ulder Ravengard	WR	tk	1
Magus Lucea Kane	URG	csqWU	3
Taborax, Hope's Demise	B	cxrS	2
Flopsie, Bumi's Buddy	G	cbCU	2
Banon, the Returners' Leader	WR	gkrU	2
Elrond, Master of Healing	UG	crNU	3
Aragorn and Arwen, Wed	WG	clkNU	2
Haakon, Stromgald Scourge	B	gySK	2
Samut, Vizier of Naktamun	RG	kr	2
Kraum, Ludevic's Opus	UR	rS	2
Hofri Ghostforge	WR	txbqy	3
Svella, Ice Shaper	RG		3
Wolverine, Best There Is	RG	cU	2
Raiyuu, Storm's Edge	WR	kyK	2
Anax, Hardened in the Forge	R	tbn	2
Ty Lee, Chi Blocker	U	snU	2
Kaalia, Zenith Seeker	WBR	y	2
Achilles Davenport	UB	yU	2
Imskir Iron-Eater	BR	axrpS	2
Etrata, the Silencer	UB	knS	3
Lily Bowen, Raging Grandma	G	clU	3
Averna, the Chaos Bloom	URG	dz	1
Zask, Skittering Swarmlord	BG	gy	2
Mr. Foxglove	WUG	krC	2
Adelbert Steiner	W	vKU	1
Gut, True Soul Zealot	R	txk	2
Keranos, God of Storms	UR	drpb	3
Falthis, Shadowcat Familiar	B	CS	1
Carth the Lion	BG		3
Black Cat, Cunning Thief	B	U	3
Falco Spara, Pactweaver	WUG	bCS	3
Dr. Madison Li	WUR	gabrU	3
Rienne, Angel of Rebirth	WRG	txK	2
Fumiko the Lowblood	R	kK	1
Graaz, Unstoppable Juggernaut	C	ybR	2
Dragonlord Ojutai	WU	kD	2
Rilsa Rael, Kingpin	UB	kh	2
Trelasarra, Moon Dancer	WG	clN	1
Denethor, Ruling Steward	WB	tlxpU	2
Ayara, Widow of the Realm	BR	glxN	3
The Ninth Doctor	UR	U	1
Tovolar, Dire Overlord	RG	kbryS	3
Vendilion Clique	U	rW	2
Koll, the Forgemaster	WR	tvx	2
Baral and Kari Zev	UR	ts	3
Paladin Elizabeth Taggerdy	WR	krKU	2
Spider-Man, Brooklyn Visionary	G	dU	1
Sigurd, Jarl of Ravensthorpe	WRG	cebU	2
Henzie "Toolbox" Torre	BRG	S	2
Kynaios and Tiro of Meletis	WURG	drh	2
Dalakos, Crafter of Wonders	UR	avP	2
Raph & Mikey, Troublemakers	RG	kbCPU	2
Tamiyo, Inquisitive Student	UG	gskrW	3
Demonlord Belzenlok	B	bSD	3
Lydia Frye	UB	gyU	2
Avatar Aang	WUBRG	clrpU	3
Raubahn, Bull of Ala Mhigo	R	vkU	2
Okaun, Eye of Chaos	R	z	2
Coram, the Undertaker	BRG	kbm	3
Tomik, Wielder of Law	WB	r	2
Akroma, Angel of Fury	R	bK	3
Kimahri, Valiant Guardian	UG	cnqCU	2
Paladin Danse, Steel Maverick	W	KRU	1
Galadriel of Lothlórien	UG	dNU	2
Stiltzkin, Moogle Merchant	W	rhU	1
Kalitas, Traitor of Ghet	B	tcxS	2
Barbara Wright	W	eU	1
Aatchik, Emerald Radian	BG	tcgpyN	2
Raggadragga, Goreguts Boss	RG	kbC	3
Isamaru, Hound of Konda	W	C	1
The Haunt of Hightower	B	ckS	2
Lobelia Sackville-Baggins	B	ganoU	2
Altaïr Ibn-La'Ahad	WBR	gqU	3
Bilbo, Birthday Celebrant	WBG	lU	2
Colfenor, the Last Yew	WBG	gN	2
Gladiolus Amicitia	RG	bdU	2
Storm, Force of Nature	URG	skU	2
Cloud, Planet's Champion	WR	vU	2
The Mechanist, Aerial Artisan	U	saU	2
Iroh, Dragon of the West	R	cU	2
Surtr, Fiery Jötun	R	bpDU	1
Linvala, Shield of Sea Gate	WU	nWK	3
Sidar Jabari of Zhalfir	WUB	gkrK	3
Bartz and Boko	G	yCU	2
Urtet, Remnant of Memnarch	WUBRG	tcyR	2
Fangorn, Tree Shepherd	G	kyNU	2
Medomai the Ageless	WU	knW	2
Blex, Vexing Pest	BG	ly	3
Kefnet the Mindful	U	rn	2
Tombstone, Career Criminal	B	gyU	1
Ezio Auditore da Firenze	WUBRG	kyU	2
Éowyn, Lady of Rohan	W	vU	3
Josu Vess, Lich Knight	B	tSK	2
Kairi, the Swirling Sky	U	gbSD	3
The Twelfth Doctor	UR	cU	2
Lobelia, Defender of Bag End	B	lxpU	3
The Capitoline Triad	C	gbU	3
Ultimate Green Goblin	BR	aU	1
Strefan, Maurer Progenitor	BR	axkyS	3
Altanak, the Thrice-Called	G	gbdr	2
Bruse Tarl, Boorish Herder	WR	vk	1
Sharuum the Hegemon	WUB	gaWR	1
Aveline de Grandpré	BG	ckU	2
Shilgengar, Sire of Famine	WB	gaxbSD	3
Melek, Izzet Paragon	UR	sqW	2
Renari, Merchant of Marvels	U	ayD	1
Kotis, Sibsig Champion	UBG	cgS	3
Sharae of Numbing Depths	WU	rnWP	2
Vaan, Street Thief	R	cakoyU	3
Saffi Eriksdotter	WG		1
Mu Yanling, Wind Rider	U	takrW	2
Arna Kennerüd, Skycaptain	WUB	vqK	2
Oji, the Exquisite Blade	WU	lf	2
Donatello, the Brains	U	CPU	1
Marvo, Deep Operative	UB	krP	2
Aron, Benalia's Ruin	WB	cx	1
Peter Parker	WUG	tU	3
Kethis, the Hidden Hand	WBG	gN	2
Sliver Queen	WUBRG	tb	1
Surrak, Elusive Hunter	G	br	2
Kassandra, Eagle Bearer	WR	vkrU	3
Suki, Kyoshi Warrior	WG	tkU	2
Be'lakor, the Dark Master	UBR	rzpybSU	2
